Topics,Replies,Views,Time
"TS with Completed SSBI (2011) to TS/SCIAwaiting adjudication
Wildcat22, 2015",0,258,2015
"Adjudication Timeline 3+ YearsToo long???[+1] 
tman, 2015",10,2129,2015
"Adjudication statushow long does it take, and confusions?
davidsolomon, 2015",0,321,2015
"ANACI vs MBI
gold2platinum, 2015",3,1679,2015
"SF86 - undocumented relatives
wackyone31, 2015",3,3790,2015
"What's going on with my background investigation?never filled out SF86 or eQIP
lxlunat1cxl, 2015",2,408,2015
"sf86 citizenship questions for derived citizenshipnaturalized citizen?
queenbanana, 2015",3,2470,2015
"Scope of Tax Investigation for TS[+1] 
nautilus6899, 2015-  1 , 2",24,4568,2015
"Going from Secret to SSBI - concerns
govguard2846, 2015",2,432,2015
"SF-86 Issue From Several Years Ago.
Reservist00012, 2015",4,2056,2015
"DOE L clearance for someone engaged to a foreign national
crod12345, 2015",5,894,2015
"What is Public Trust position?
VA888, 2015",6,4143,2015
"Background investigation adjudication questionBackground investigation adjudication question
mansline6788, 2015",2,670,2015
"Quitting a Job while in process for TS/SCI?
leeson10426, 2015",6,8314,2015
"Case Sent to DOHADizzy has gone to DOHA
Dizzy_15, 2015",6,383,2015
"Interim clearance concerns - mental health
tuttle, 2015",3,916,2015
"TO Pending Suitability Check Possible Credit Issue
Amore, 2015",2,436,2015
"Intrim security clearance process time
sheak87, 2015",4,376,2015
"Previous Investigation Copyhow long does it take?
John_NE, 2015",3,762,2015
"Concerned, past family perversion.Regards to mutual masturbation w/ sibling.
Jajajones, 2015",16,1831,2015
"Can a loner get a clearance?
DintoHopton, 2015-  1 , 2",34,16045,2015
"How long before TS/SCI begins?Passed poly for FBI job 6 weeks ago - no reference contacted yet
Goatannaly, 2015",3,618,2015
"What happens if one of my employers doesn't respond to the letter
WorriedAboutClearance, 2015",1,352,2015
"Moderate Risk Background Investigation - Poly?
Will92, 2015",1,1092,2015
"effect of Foreign National on Top Secret/SCIconcerned about ability to qualify for SCI
rig424, 2015",16,3099,2015
"follow up to foreign national TS/SCI questioncould renunciation solve the problem?
rig424, 2015",1,227,2015
"Adjudication Process? Industry A/B?DOHA?
taway111, 2015",15,4404,2015
"Straight up denied at FCC
mikeDCMDVA, 2015",6,1750,2015
"SF 85/Prints
Mommy2anAngel, 2015",0,657,2015
"Security Clearance ReciprocityHow long does it take?
lxlunat1cxl, 2015",3,1057,2015
"Is this a low risk, moderate risk, or high risk position?
torey, 2015",4,635,2015
"Changing companies mid investigationwhat happens?
taway111, 2015",8,4450,2015
"NAC/NACI Investigation for Job
SpRoCkEtS, 2015",5,2673,2015
"Already have a Secret Clearance, but waiting for ARMY PSIDOD Internship Clearance
Veteran82, 2015",0,184,2015
"Public Trust - BI (Inconsistency in OF 306 & SF 85P)Explaining information on OF 306 on SF 85P[+1] 
UCRGIRL, 2015",2,1704,2015
"TS/SCI Timing and QuestionsBeyond OPM?
jbaraus, 2015",3,727,2015
"Timeline for Background Investigation
Fed_Dreamer, 2015",2,1205,2015
"Two SF86s simultaneously
sarmodi, 2015",2,2730,2015
"Do you presently reside with a cohabitant?Cohabitant is spouse?
John_NE, 2015",5,6553,2015
"What is investigated prior to receiving interim clearance?
jbass350z, 2015",1,417,2015
"SF86 formsupervisor
question2013, 2015",2,456,2015
"Public Service Announcement
contractor, 2015",2,281,2015
"Sf 86 EmploymentDont know what to do need help
sheak87, 2015",8,1860,2015
"Trapped in Adjudication LimboI think they are misinterpreting the law
someoldguy, 2015",0,418,2015
"Not US citizen - Will I qualify for high risk BI
britt1234, 2015",9,3699,2015
"Have Secret Clearance, TS Possibly DeniedConfused, Worried, Need Help
Anon6745, 2015",2,865,2015
"Adjuncation ProcessHow Long
question2013, 2015",12,1125,2015
"Public Trust Security Clearance & Bankruptcy
torey, 2015",1,810,2015
"DOI Security Clearances and Felonies
sbhowell, 2015",1,1599,2015
"Past DOS investigation used for current DOD?
worldtrekker, 2015",0,165,2015
"SF86 Neighbors , and Places where you have livedWho know you well?
bigman_la, 2015",2,1925,2015
"Level L with Foreign Contacts and AccountsAdvise requested on possible mitigation action
skv, 2015",9,1621,2015
"Public Trust-Background InvestigationGot a feeling tentative offer will be withdrawn?
BadJuJu270, 2015",3,1856,2015
"SF-86 Time Scope vs. Investigator Question
Neuhaus, 2015",3,735,2015
"bad credit or bankruptcy
torey, 2015",1,319,2015
"SSBI upgrade from Secret NALCCurrent Secret NALC to SSBI
ic0n88, 2015",9,1685,2015
"Ateended university but didn't finish - How to fill
britt1234, 2015",4,363,2015
"Am I the only person still waiting for an interview for Secret?Filed in 2014
MikeCharlie00, 2015",7,524,2015
"too long for adjudicationemployment offer will be rescinded
tvb36, 2015",18,4463,2015
"Approved Interim Secret Clearance, how long for ""Open Investigation""
Newcontractor, 2015",4,1012,2015
"Minimum residence in USA for background investigation for public trust
britt1234, 2015",3,1249,2015
"Different Clearance Requirements Job
subzero85, 2015",3,468,2015
"puzzling questionanswer if you can
question2013, 2015",1,343,2015
"Strict Clearance ProcessYour thoughts
question2013, 2015",0,231,2015
"revalidation
redorange, 2015",1,919,2015
"Q about interviews while in navy bootcamp
Kellimimmi, 2015",2,653,2015
"DoD CAF ProcessWhat is the process
HamRider, 2015",0,370,2015
"Conditional offer worries
Wrenchmonkey, 2015",2,639,2015
"Favorable SSBIReceived a favorable SSBI but still no clearance
bobcatsfan, 2015",1,1586,2015
"Security Clearance suspended without knowing reasonI recently discovered my security clearance was suspended, but no clue what the reason is.
zacyz29, 2015",7,1504,2015
"MEL form for SF85P
britt1234, 2015",0,854,2015
"Interview tomorrow, several questionsInterim still a possibility?
taway111, 2015",17,2442,2015
"ANACI with old Felony chargeAdvice appreciated as I start the ANACI proces
Cre8ivguy, 2015",1,394,2015
"Security Clearance not in use?My current company dropped all employees' clearance.
stevec90, 2015",3,534,2015
"SF85P high risk BI requirement
sc1234, 2015",0,315,2015
"Security clearance and what to do nowsecurity clearance and what to do now
question2013, 2015",2,317,2015
"Please members help me- I need to fill the e-qip soon
sc1234, 2015",3,519,2015
"Cleared, Verbal EOD, no formal offer LetterOffer Letter?!
JobJK1, 2015",2,429,2015
"Please clarify doubt in SF85P (BI) for IT consultant job
sc1234, 2015",0,301,2015
"Quitting before job starts while getting Clearance?
bloop92, 2015",2,948,2015
"Denial of interim- Same timeframe to reapply as full denial?
HonkyMagoo, 2015",7,1044,2015
"SF85P - High risk BI
sc1234, 2015",0,483,2015
"Debt not on credit report
Yungstar323, 2015",4,1187,2015
"Question on security clearanceQuestions on SF85P form
washateria, 2015",4,537,2015
"In-law with criminal record
bms432, 2015",2,297,2015
"Waiting for an InvestigatorHow long?
amgale, 2015-  1 , 2 , 3",41,4473,2015
"Clearance With Warning
Nibler72, 2015",3,609,2015
"Marraige and E-qip
Natasha22, 2015",5,761,2015
"Top secret prior drug...
Dumbbloke999, 2015",1,444,2015
"Interim Clearence- Public IntoxicationPlease help
robinhood, 2015",3,438,2015
"Background Check Questions (Non-Sensitive Positon)
jobseeker500, 2015",15,6567,2015
"How to correct inaccurate police record?
revheck, 2015",0,368,2015
"Closing Action Considered - Meaning?
FlatLander, 2015",1,620,2015
"USPS Security ClearanceAppeal Letter
Kolloy02, 2015",8,3524,2015
"Army Entry Level Separation and Security ClearanceWill my ELS be an issue?
lxlunat1cxl, 2015",1,2098,2015
"Interim Security Clearance Worry
nervned, 2015",9,1177,2015
"Nonpunitive Letter of Caution and residence under 90 daysDisclosure
Nik2001, 2015",0,342,2015
"Letter of Advisement
saxdaze, 2015",2,1628,2015
"Non-Sensitive Position InvestigationWaiting For BI Results
saxdaze, 2015",1,305,2015
"Personnel Security Management Office for Industry (PSMO-I) WEBINAR April 28thFirst Webinar of the Year, Might have some useful info
Dizzy_15, 2015",0,172,2015
"Likelihood of getting interim clearance?
xaeror35, 2015",4,526,2015
"Firm Offer Withdrawn
seminolefan72, 2015",13,3916,2015
"sf 86 secret clearance non criminal court actionsDisclosing a temporary harassment that was dropped at hearing.
juniorf, 2015",3,1541,2015
"If TS/SCI gets revoked, how long do I need to wait to reapply?
dallastx, 2015",4,693,2015
"Recent Vet SCI troubles
GISguy, 2015",1,209,2015
"e-QIP ??Question
question2013, 2015",0,176,2015
"Case is due to close next week; references not contacted
paropr29, 2015",8,945,2015
"Clearance formsForms
question2013, 2015",2,312,2015
"Will my security clearance concerns be mitigated?
blah_blah_blah, 2015",3,720,2015
"My Personal Interview - Not really what I expected
Dervrak, 2015",8,3775,2015
"Interim Clearence- Different kind of problempublic intoxication but after submitting
robinhood, 2015",2,300,2015
"Interviews for SF85P - not sure whether it's MBI or BI
mj1067, 2015",3,2185,2015
"Disassociation from ex-drug users?Q Security Clearance question
sloven, 2015",6,879,2015
"Financial question on SF85P form[+1] 
mj1067, 2015",4,688,2015
"Need Advice ASAPtuallyAdministrative Leave Termination or Resignation
MapleAve, 2015",14,963,2015
"SF85P changed background from 1yr to 7yrCompleted eqip was for 1yr back and now investigator says it is changed to 7
guyver83, 2015",16,2714,2015
"SF85P - Interim clearance
britt1234, 2015",4,1211,2015
"Employer, supervisor reference letter for public trust position
mj1067, 2015",4,2535,2015
"SF86 and QuestionSF86 question
question2013, 2015",8,1973,2015
"some light readingADJUDICATIVE GUIDELINES FOR DETERMINING ELIGIBILITY FOR ACCESS TO CLASSIFIED INFORMATION
a_chap, 2015",0,245,2015
"Second hand marijuana exposure
afdude, 2015",4,1626,2015
"SF-86 - Mental Health/Question 21
moose81, 2015",1,2386,2015
"Timeline for TS with FBIHow long does this usually take?
dkmfirecracker, 2015",2,976,2015
"Inv 41 form for self employment too
britt1234, 2015",5,1811,2015
"Self employment question - Please help
britt1234, 2015",1,266,2015
"Investigation into Foreign Contacts
nautilus6899, 2015",0,352,2015
"Timeline sf86 signature form or final offertimeline signature form or final offer
question2013, 2015",4,487,2015
"What happens now with TS
skinsfan3621, 2015",0,217,2015
"Polygraph confessions and future clearanceMade confessions during polygraph, how will this affect future clearances
app2015, 2015",5,1851,2015
"Does CAF's send written notification for favorable decision?In case of favorable decision after SOR response?
rongcon1, 2015",1,421,2015
"BI or MBI for SF85P
britt1234, 2015",2,414,2015
"Who will be my security officer If I have doubt in SF85P
mj1067, 2015",4,232,2015
"Adjudication Expedite
seminolefan72, 2015",0,562,2015
"Unique SF-85 questionPrevious job omitted from resume
L11G13, 2015",3,1215,2015
"3 months?!
a_chap, 2015",4,665,2015
"Can I still work while waiting for my security clearance?from Contractor to FTE
lxlunat1cxl, 2015",1,649,2015
"Security clearance for internship
abyrne527, 2015",7,2017,2015
"OPM investigation requirementFor TN visa
sc1234, 2015",1,266,2015
"SF85P references check, Is it 7 years or 5 - employment
sc1234, 2015",8,1060,2015
"Fed Investigator or BackGdInvestigator please help- very confusedVerifier for self employment
sc1234, 2015",6,938,2015
"Who gets the clearance result -- senior memebers please helpContractor to government
britt1234, 2015",7,520,2015
"Traffic ticket in Canada
sc1234, 2015",3,420,2015
"Somebody please help me with SF85PResume is not updates with employer
mj1067, 2015",0,364,2015
"TS and foreign half-siblings that i never seeHalf-Siblings that i do not consider family, never met one and never see one
John324, 2015",3,354,2015
"BackGdInvestigator or any Senior members please help-urgentHelp in SF85P
sc1234, 2015",1,202,2015
"SF85P- Confused how to fill
sc1234, 2015",0,167,2015
"Secret Clearance vs. Public Trust Background Check
torey, 2015",0,733,2015
"Public trust w/ credit issues
Wrenchmonkey, 2015",1,280,2015
"Decision made - no notification?
Xenon, 2015",2,358,2015
"Non-resident to USAfcan apply for background investigation?
britt1234, 2015",1,104,2015
"OF-306 Question 13Tax issues
finallypromoted, 2015",5,3663,2015
"BI for SF85P
mj1067, 2015",0,273,2015
"A Bad Dissertation Adviser and Background Investigations
Redredred, 2015",11,639,2015
"SF85P is this BI or MBI
sc1234, 2015",0,373,2015
"Secret clearance after applying for job at CIAApplied to CIA, now interested in getting a Secret clearance
app2015, 2015",1,770,2015
"SF86 question not certain aboutSF86 Form question
question2013, 2015",6,831,2015
"e-QIP defecte-QIP defect
question2013, 2015",0,1997,2015
"e-QIP Questionse-QIP Questions
question2013, 2015",3,2494,2015
"SF85P with mbi -- self employment confusion
sc1234, 2015",0,368,2015
"SF85P credit issues-please help
mj1067, 2015",6,2360,2015
"contractor to federal secret
Wrenchmonkey, 2015",4,337,2015
"Thoughts on receiving an interim clearance?
circuitbreaker92, 2015",2,363,2015
"Affect of LWOP on Clearance
scottybweyy, 2015",2,299,2015
"Updating EquipIts been 7 weeks.
taway111, 2015",1,352,2015
"Clearance JPAS and reciprocity
redorange, 2015",3,2058,2015
"transferring security clearance between State and USAIDHow long to transfer a top secret clearance from State to USAID?[+1] 
kiboo, 2015",3,780,2015
"How does OPM contact you for an interview?Moved to different city after submitting eQIP
vsm8000, 2015",2,671,2015
